OG_ID	NODE_ID	GENE_NUM	GAIN_NUM	BRN_NUM	DUP_NUM	TRN_NUM	LOS_NUM	TRN_DETAIL
OG0000000	N001	0	0	0	0	0	0	
OG0000000	N002	0	0	0	0	0	0	
OG0000000	MGenitalium	0	0	0	0	0	0	
OG0000000	MPneumoniae	0	0	0	0	0	0	
OG0000000	N003	0	0	0	0	0	0	
OG0000000	N004	0	0	0	0	0	0	
OG0000000	MImitans	0	0	0	0	0	0	
OG0000000	MGallisepticum	26	26	1	25	0	0	
OG0000000	N005	0	0	0	0	0	0	
OG0000000	MTestudinis	0	0	0	0	0	0	
OG0000000	N006	0	0	0	0	0	0	
OG0000000	MAlvi	0	0	0	0	0	0	
OG0000000	MPirum	0	0	0	0	0	0	
OG0000001	N001	0	0	0	0	0	0	
OG0000001	N002	0	0	0	0	0	0	
OG0000001	MGenitalium	0	0	0	0	0	0	
OG0000001	MPneumoniae	0	0	0	0	0	0	
OG0000001	N003	0	0	0	0	0	0	
OG0000001	N004	8	8	1	7	0	0	
OG0000001	MImitans	18	10	0	9	1	0	MGallisepticum -> MImitans
OG0000001	MGallisepticum	5	0	0	0	0	3	
OG0000001	N005	0	0	0	0	0	0	
OG0000001	MTestudinis	0	0	0	0	0	0	
OG0000001	N006	0	0	0	0	0	0	
OG0000001	MAlvi	0	0	0	0	0	0	
OG0000001	MPirum	0	0	0	0	0	0	
OG0000002	N001	0	0	0	0	0	0	
OG0000002	N002	0	0	0	0	0	0	
OG0000002	MGenitalium	0	0	0	0	0	0	
OG0000002	MPneumoniae	17	17	1	16	0	0	
OG0000002	N003	0	0	0	0	0	0	
OG0000002	N004	0	0	0	0	0	0	
OG0000002	MImitans	0	0	0	0	0	0	
OG0000002	MGallisepticum	0	0	0	0	0	0	
OG0000002	N005	0	0	0	0	0	0	
OG0000002	MTestudinis	0	0	0	0	0	0	
OG0000002	N006	0	0	0	0	0	0	
OG0000002	MAlvi	0	0	0	0	0	0	
OG0000002	MPirum	0	0	0	0	0	0	
OG0000003	N001	0	0	0	0	0	0	
OG0000003	N002	0	0	0	0	0	0	
OG0000003	MGenitalium	0	0	0	0	0	0	
OG0000003	MPneumoniae	0	0	0	0	0	0	
OG0000003	N003	1	1	1	0	0	0	
OG0000003	N004	1	0	0	0	0	0	
OG0000003	MImitans	0	0	0	0	0	1	
OG0000003	MGallisepticum	12	11	0	11	0	0	
OG0000003	N005	1	0	0	0	0	0	
OG0000003	MTestudinis	1	0	0	0	0	0	
OG0000003	N006	0	0	0	0	0	1	
OG0000003	MAlvi	0	0	0	0	0	0	
OG0000003	MPirum	0	0	0	0	0	0	
OG0000004	N001	0	0	0	0	0	0	
OG0000004	N002	0	0	0	0	0	0	
OG0000004	MGenitalium	0	0	0	0	0	0	
OG0000004	MPneumoniae	0	0	0	0	0	0	
OG0000004	N003	0	0	0	0	0	0	
OG0000004	N004	0	0	0	0	0	0	
OG0000004	MImitans	0	0	0	0	0	0	
OG0000004	MGallisepticum	12	12	1	11	0	0	
OG0000004	N005	0	0	0	0	0	0	
OG0000004	MTestudinis	0	0	0	0	0	0	
OG0000004	N006	0	0	0	0	0	0	
OG0000004	MAlvi	0	0	0	0	0	0	
OG0000004	MPirum	0	0	0	0	0	0	
OG0000005	N001	0	0	0	0	0	0	
OG0000005	N002	3	3	1	2	0	0	
OG0000005	MGenitalium	3	0	0	0	0	0	
OG0000005	MPneumoniae	9	6	0	6	0	0	
OG0000005	N003	0	0	0	0	0	0	
OG0000005	N004	0	0	0	0	0	0	
OG0000005	MImitans	0	0	0	0	0	0	
OG0000005	MGallisepticum	0	0	0	0	0	0	
OG0000005	N005	0	0	0	0	0	0	
OG0000005	MTestudinis	0	0	0	0	0	0	
OG0000005	N006	0	0	0	0	0	0	
OG0000005	MAlvi	0	0	0	0	0	0	
OG0000005	MPirum	0	0	0	0	0	0	
OG0000006	N001	1	1	1	0	0	0	
OG0000006	N002	1	0	0	0	0	0	
OG0000006	MGenitalium	1	0	0	0	0	0	
OG0000006	MPneumoniae	1	0	0	0	0	0	
OG0000006	N003	1	0	0	0	0	0	
OG0000006	N004	3	2	0	2	0	0	
OG0000006	MImitans	3	0	0	0	0	0	
OG0000006	MGallisepticum	3	0	0	0	0	0	
OG0000006	N005	1	0	0	0	0	0	
OG0000006	MTestudinis	1	0	0	0	0	0	
OG0000006	N006	1	0	0	0	0	0	
OG0000006	MAlvi	1	0	0	0	0	0	
OG0000006	MPirum	1	0	0	0	0	0	
OG0000007	N001	0	0	0	0	0	0	
OG0000007	N002	0	0	0	0	0	0	
OG0000007	MGenitalium	0	0	0	0	0	0	
OG0000007	MPneumoniae	11	11	1	10	0	0	
OG0000007	N003	0	0	0	0	0	0	
OG0000007	N004	0	0	0	0	0	0	
OG0000007	MImitans	0	0	0	0	0	0	
OG0000007	MGallisepticum	0	0	0	0	0	0	
OG0000007	N005	0	0	0	0	0	0	
OG0000007	MTestudinis	0	0	0	0	0	0	
OG0000007	N006	0	0	0	0	0	0	
OG0000007	MAlvi	0	0	0	0	0	0	
OG0000007	MPirum	0	0	0	0	0	0	
OG0000008	N001	1	1	1	0	0	0	
OG0000008	N002	1	0	0	0	0	0	
OG0000008	MGenitalium	1	0	0	0	0	0	
OG0000008	MPneumoniae	1	0	0	0	0	0	
OG0000008	N003	1	0	0	0	0	0	
OG0000008	N004	1	0	0	0	0	0	
OG0000008	MImitans	1	0	0	0	0	0	
OG0000008	MGallisepticum	1	0	0	0	0	0	
OG0000008	N005	2	1	0	1	0	0	
OG0000008	MTestudinis	2	0	0	0	0	0	
OG0000008	N006	2	0	0	0	0	0	
OG0000008	MAlvi	2	0	0	0	0	0	
OG0000008	MPirum	2	0	0	0	0	0	
OG0000009	N001	1	1	1	0	0	0	
OG0000009	N002	1	0	0	0	0	0	
OG0000009	MGenitalium	1	0	0	0	0	0	
OG0000009	MPneumoniae	1	0	0	0	0	0	
OG0000009	N003	1	0	0	0	0	0	
OG0000009	N004	1	0	0	0	0	0	
OG0000009	MImitans	1	0	0	0	0	0	
OG0000009	MGallisepticum	1	0	0	0	0	0	
OG0000009	N005	2	1	0	1	0	0	
OG0000009	MTestudinis	2	0	0	0	0	0	
OG0000009	N006	2	0	0	0	0	0	
OG0000009	MAlvi	1	0	0	0	0	1	
OG0000009	MPirum	3	1	0	1	0	0	
OG0000010	N001	0	0	0	0	0	0	
OG0000010	N002	0	0	0	0	0	0	
OG0000010	MGenitalium	0	0	0	0	0	0	
OG0000010	MPneumoniae	9	9	1	8	0	0	
OG0000010	N003	0	0	0	0	0	0	
OG0000010	N004	0	0	0	0	0	0	
OG0000010	MImitans	0	0	0	0	0	0	
OG0000010	MGallisepticum	1	1	0	0	1	0	MPneumoniae -> MGallisepticum
OG0000010	N005	0	0	0	0	0	0	
OG0000010	MTestudinis	0	0	0	0	0	0	
OG0000010	N006	0	0	0	0	0	0	
OG0000010	MAlvi	0	0	0	0	0	0	
OG0000010	MPirum	0	0	0	0	0	0	
OG0000011	N001	0	0	0	0	0	0	
OG0000011	N002	0	0	0	0	0	0	
OG0000011	MGenitalium	10	10	1	9	0	0	
OG0000011	MPneumoniae	0	0	0	0	0	0	
OG0000011	N003	0	0	0	0	0	0	
OG0000011	N004	0	0	0	0	0	0	
OG0000011	MImitans	0	0	0	0	0	0	
OG0000011	MGallisepticum	0	0	0	0	0	0	
OG0000011	N005	0	0	0	0	0	0	
OG0000011	MTestudinis	0	0	0	0	0	0	
OG0000011	N006	0	0	0	0	0	0	
OG0000011	MAlvi	0	0	0	0	0	0	
OG0000011	MPirum	0	0	0	0	0	0	
OG0000012	N001	0	0	0	0	0	0	
OG0000012	N002	0	0	0	0	0	0	
OG0000012	MGenitalium	0	0	0	0	0	0	
OG0000012	MPneumoniae	10	10	1	9	0	0	
OG0000012	N003	0	0	0	0	0	0	
OG0000012	N004	0	0	0	0	0	0	
OG0000012	MImitans	0	0	0	0	0	0	
OG0000012	MGallisepticum	0	0	0	0	0	0	
OG0000012	N005	0	0	0	0	0	0	
OG0000012	MTestudinis	0	0	0	0	0	0	
OG0000012	N006	0	0	0	0	0	0	
OG0000012	MAlvi	0	0	0	0	0	0	
OG0000012	MPirum	0	0	0	0	0	0	
OG0000013	N001	0	0	0	0	0	0	
OG0000013	N002	0	0	0	0	0	0	
OG0000013	MGenitalium	0	0	0	0	0	0	
OG0000013	MPneumoniae	0	0	0	0	0	0	
OG0000013	N003	0	0	0	0	0	0	
OG0000013	N004	0	0	0	0	0	0	
OG0000013	MImitans	0	0	0	0	0	0	
OG0000013	MGallisepticum	0	0	0	0	0	0	
OG0000013	N005	0	0	0	0	0	0	
OG0000013	MTestudinis	10	10	1	9	0	0	
OG0000013	N006	0	0	0	0	0	0	
OG0000013	MAlvi	0	0	0	0	0	0	
OG0000013	MPirum	0	0	0	0	0	0	
OG0000014	N001	0	0	0	0	0	0	
OG0000014	N002	0	0	0	0	0	0	
OG0000014	MGenitalium	0	0	0	0	0	0	
OG0000014	MPneumoniae	0	0	0	0	0	0	
OG0000014	N003	0	0	0	0	0	0	
OG0000014	N004	0	0	0	0	0	0	
